record_id,institution_name,institution_id,subject_name,subject_id,restriction_type,start_date,end_date,prohibited_transactions,start_year,duration_days
11977,OKROŽNO SODIŠČE V SLOVENJ GRADCU,5881536000,"GORES, družba za upravljanje z nepremičninami, d.o.o.",3325083000,poslovnega subjekta,1979-10-01,,0,1979,
11890,OKROŽNO SODIŠČE NA PTUJU,5881528000,ŠAHOVSKO DRUŠTVO JERUZALEM ORMOŽ,5065330000,poslovnega subjekta,1980-01-01,,0,1980,
11884,OKROŽNO SODIŠČE NA PTUJU,5881528000,Kmetijsko gospodarstvo EMIL MILAN ŠTAMPAR,,kmetijskega gospodarstva,1981-01-01,,0,1981,
13081,OKRAJNO SODIŠČE V SEŽANI,5022541005,"GOMBAČ SAŠA S.P. ""GOSTILNA GOMBAČ""",5224370000,poslovnega subjekta,1981-06-01,,0,1981,
14585,OKROŽNO DRŽAVNO TOŽILSTVO V MURSKI SOBOTI,5023122000,"PROCONI, proizvodnja pripravljenih jedi d.o.o.",1858084000,poslovnega subjekta,1981-07-01,,0,1981,
15918,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,Kmetijsko gospodarstvo franc hribar,,kmetijskega gospodarstva,1984-08-01,,0,1984,
15945,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,DASTAFLON-PREDELAVA PTFE NOVAK STANKO S.P.,5413628000,poslovnega subjekta,1986-09-23,,0,1986,
11313,OBČINA DOBJE,1357409000,Kmetijsko gospodarstvo KARL ČADEJ,,kmetijskega gospodarstva,1988-07-26,,0,1988,
10884,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,LES-MMS trgovska družba d.o.o.,5025648000,poslovnega subjekta,1989-06-30,,0,1989,
14875,OKRAJNO SODIŠČE V NOVI GORICI,5023211004,MARUŠIČ d.o.o. predelava lesa,5292620000,poslovnega subjekta,1989-10-17,,0,1989,
15939,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"BEGRAD D.D. gradbeništvo, trgovina, inženiring - v stečaju",5062381000,poslovnega subjekta,1990-01-13,,1,1990,
10874,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"SEMY proizvodnja, svetovanje, trgovina d.o.o.",5428068000,poslovnega subjekta,1990-10-11,,0,1990,
14032,OBČINA SLOVENSKE KONJICE,5883814000,"OPLAST, proizvodnja plastičnih in kovinskih izdelkov, trgovina in storitve, d.o.o.",5425905000,poslovnega subjekta,1990-11-14,,23,1990,
10879,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"RE-MI Proizvodnja, inženiring, storitve, trgovina d.o.o. Idrija",5465729000,poslovnega subjekta,1990-11-20,,0,1990,
11284,OBČINA ŠTORE,5880378000,"RC PLAN M, podjetje za projektiranje in inženiring, d.o.o.",5493684000,poslovnega subjekta,1991-04-09,,6,1991,
11316,OBČINA DOBJE,1357409000,TRŽENJE IN PREVOZI BRANKO UDUČ S.P.,5051962000,poslovnega subjekta,1991-05-07,,0,1991,
14033,OBČINA SLOVENSKE KONJICE,5883814000,"SUPREM podjetje za intelektualne storitve, proizvodnjo in trgovino d.o.o.",5513120000,poslovnega subjekta,1991-05-28,,1,1991,
13945,OBČINA SLOVENSKE KONJICE,5883814000,"WEALL ingenering, d.o.o. Slovenske Konjice",5528003000,poslovnega subjekta,1991-06-12,,0,1991,
11270,OBČINA ŠTORE,5880378000,KULTURNO UMETNIŠKO DRUŠTVO FOLKLORNA SKUPINA KOMPOLE,5731127000,poslovnega subjekta,1992-02-02,,2,1992,
14844,OKRAJNO SODIŠČE V MURSKI SOBOTI,5023149002,Kmetijsko gospodarstvo Andreja ružič,,kmetijskega gospodarstva,1992-03-11,,0,1992,
15946,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"TRANSING transportni inženiring, d.o.o. - v stečaju",5406838000,poslovnega subjekta,1992-04-21,,0,1992,
15034,OBČINA PESNICA,5884098000,"AGRO STYRIA pekarna, gostinstvo, trgovina d.o.o. - v stečaju",5645719000,poslovnega subjekta,1992-07-17,,0,1992,
12270,OBČINA TRBOVLJE,5882940000,"ORNIKS izvoz-uvoz, zastopanje tujih firm, posredovanje v zunanjetrgovinskem prometu, konsignacija, ..., d.o.o., Trbovlje",5658802000,poslovnega subjekta,1992-07-22,,0,1992,
10623,VIŠJE SODIŠČE V MARIBORU,5105358000,GZ MARIBOR- Geodetske dejavnosti d.o.o.,5066387000,poslovnega subjekta,1992-11-01,,0,1992,
10622,VIŠJE SODIŠČE V MARIBORU,5105358000,"ZALOŽBA OBZORJA družba za založništvo, trgovino in storitve d.d.",5048532000,poslovnega subjekta,1992-11-01,,0,1992,
13321,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"ASSISTANCE CORIS d.o.o., zavarovalno zastopanje, Ljubljana",5775582000,poslovnega subjekta,1993-03-15,,0,1993,
15961,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"ASSISTANCE CORIS d.o.o., zavarovalno zastopanje, Ljubljana",5775582000,poslovnega subjekta,1993-03-16,,0,1993,
10625,VIŠJE SODIŠČE V MARIBORU,5105358000,"DIS.DIZAJN, marketing, trgovina in storitve, d.o.o.",3765601000,poslovnega subjekta,1993-04-01,,0,1993,
14150,OBČINA SLOVENSKE KONJICE,5883814000,"GRAND CORPORATION ZALOŽNIK proizvodnja lesene embalaže, d.o.o.",5778492000,poslovnega subjekta,1993-05-24,,0,1993,
15000,OBČINA DORNAVA,5884039000,"L.K.F. podjetje za predelavo lesa, trgovino in storitve d.o.o.",5757851000,poslovnega subjekta,1993-05-27,,1,1993,
14147,OBČINA SLOVENSKE KONJICE,5883814000,"EKOTIP proizvodnja in storitve, d.o.o.",5789613000,poslovnega subjekta,1993-07-07,,0,1993,
12563,OKRAJNO SODIŠČE V LJUBLJANI,2399121000,"Rudnik živega srebra Idrija, d.o.o. - v likvidaciji",5040817000,poslovnega subjekta,1994-02-01,,0,1994,
11240,MESTNA OBČINA CELJE,5880360000,"MSD CENTER podjetje za poslovne storitve, trgovino in gradbeništvo d.o.o.",1469282000,poslovnega subjekta,1994-03-28,,0,1994,
15373,OKRAJNO SODIŠČE V SLOVENSKIH KONJICAH,5024161003,"AVTOPREVOZNIŠTVO-GRADBENA MEHANIZACIJA, DUŠAN DOBERŠEK S.P.",5278068000,poslovnega subjekta,1994-04-19,,0,1994,
11965,OKROŽNO SODIŠČE NA PTUJU,5881528000,HRNEC SILVA S.P. - BAR ALBERT IN ŠIVILJSTVO,5101533000,poslovnega subjekta,1994-04-22,,0,1994,
13137,DELOVNO SODIŠČE V KOPRU,5022584000,"AVTO-KOPER, prodajno-servisne storitve, d.o.o. Koper",5408806000,poslovnega subjekta,1994-05-13,,0,1994,
14882,OKROŽNO SODIŠČE V NOVEM MESTU,5023319000,PREVOZI IN GRADBENA MEHANIZACIJA VLADIMIR GREGORČIČ S.P.,5354041000,poslovnega subjekta,1994-10-19,,0,1994,
11868,OKROŽNO SODIŠČE NA PTUJU,5881528000,TOM.BAT ŽMAUC računalniško podjetje k.d.,5871476000,poslovnega subjekta,1994-11-30,,0,1994,
15360,OKROŽNO DRŽAVNO TOŽILSTVO V KRANJU,5024145000,"NIMBUS, reklamna agencija, d.o.o.",5366577000,poslovnega subjekta,1994-12-01,,0,1994,
14999,OBČINA DORNAVA,5884039000,KUKOVEC FRANC S.P. - IZDELOVANJE LESNE GALANTERIJE,5604589000,poslovnega subjekta,1995-01-01,,0,1995,
13071,OKRAJNO SODIŠČE V PIRANU,5022541004,AELIA ASSURANCES mednarodno zavarovalno posredništvo in svetovanje d.o.o.,5338417000,poslovnega subjekta,1995-03-22,,0,1995,
13072,OKRAJNO SODIŠČE V PIRANU,5022541004,"ADRIAZAV, zavarovalno zastopanje, d.o.o.",5580021000,poslovnega subjekta,1995-03-22,,0,1995,
13302,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,SKB BANKA D.D. LJUBLJANA,5026237000,poslovnega subjekta,1995-04-25,,0,1995,
15372,OKRAJNO SODIŠČE V ŽALCU,5024161002,METKA MOČNIK KOŠENINA - FIZIOTERAPIJA,1288466000,poslovnega subjekta,1995-10-01,,0,1995,
10892,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"ZADRUŽNA ZVEZA SLOVENIJE, zadruga z omejeno odgovornostjo, Ljubljana",5021987000,poslovnega subjekta,1996-07-03,,0,1996,
15916,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"G3 SPIRITS, družba za zastopanje in trgovino, d.o.o., Ljubljana",5388104000,poslovnega subjekta,1996-09-26,,0,1996,
15362,OKROŽNO SODIŠČE V CELJU,5024161000,BRIŠNIK MARIJA - LEKARNAR,1259130000,poslovnega subjekta,1996-10-01,,0,1996,
15566,OKROŽNO SODIŠČE V KOPRU,5022541000,"POPOLNA PREHRANA PARTNER, Uvoz in distribucija športne prehrane, d.o.o.",2185849000,poslovnega subjekta,1996-10-01,,0,1996,
10969,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"TRINIT proizvodnja, trgovina in storitve d.o.o.",5967287000,poslovnega subjekta,1996-11-22,,0,1996,
10890,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,Kmetijsko gospodarstvo PETER VRISK,,kmetijskega gospodarstva,1996-12-13,,0,1996,
15037,OBČINA PESNICA,5884098000,Kmetijsko gospodarstvo zdravko eder,,kmetijskega gospodarstva,1997-01-01,,0,1997,
11888,OKROŽNO SODIŠČE NA PTUJU,5881528000,KEČEK ALOJZ SLAVKO - NOTAR,1033310000,poslovnega subjekta,1997-10-22,,0,1997,
14877,OKRAJNO SODIŠČE V NOVI GORICI,5023211004,SONČNI STUDIO PALMA MARIJAN MERLJAK S.P.,1016318000,poslovnega subjekta,1997-12-15,,0,1997,
14996,OBČINA DORNAVA,5884039000,"VRABL FRANC s.p., FOOG GRAVIRANJE KOVIN",1219316000,poslovnega subjekta,1998-03-15,,3,1998,
10624,VIŠJE SODIŠČE V MARIBORU,5105358000,"EUROCONSULTING družba za svetovanje, trgovino, turizem in storitve d.o.o.",5298873000,poslovnega subjekta,1998-03-17,,0,1998,
11885,OKROŽNO SODIŠČE NA PTUJU,5881528000,SIMAM FRS finančno računovodske storitve in podjetniško svetovanje d.o.o.,1270613000,poslovnega subjekta,1998-07-02,,0,1998,
11871,OKROŽNO SODIŠČE NA PTUJU,5881528000,Kmetijsko gospodarstvo JAKOB STRELEC,,kmetijskega gospodarstva,1998-10-06,,0,1998,
15895,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"GRAD, računalniški programi in inženiring d.d.",5272793000,poslovnega subjekta,1998-10-06,,124,1998,
11963,OKROŽNO SODIŠČE NA PTUJU,5881528000,"AGIS TECHNOLOGIES, podjetje za proizvodnjo in storitve, d.d. - v stečaju",5037603000,poslovnega subjekta,1998-11-24,,1,1998,
15042,OBČINA PESNICA,5884098000,Kmetijsko gospodarstvo venčeslav senekovič,,kmetijskega gospodarstva,1999-01-01,,0,1999,
10631,UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE,1190989000,DAJ mednarodna špedicija d.o.o.,5583314000,poslovnega subjekta,1999-01-28,,0,1999,
13757,OBČINA LJUBNO,5883733000,RIHTER montažne gradnje d.o.o.,5410118000,poslovnega subjekta,1999-07-01,,14,1999,
10886,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,Kmetijsko gospodarstvo jože mihelčič,,kmetijskega gospodarstva,1999-07-07,,0,1999,
15906,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"ams R&D analogni polprevodniki, d.o.o.",5940575000,poslovnega subjekta,1999-07-23,,0,1999,
13303,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"ZNANJE, posredovanje intelektualne lastnine, d.o.o.",2158876000,poslovnega subjekta,1999-07-23,,0,1999,
13304,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"ams R&D analogni polprevodniki, d.o.o.",5940575000,poslovnega subjekta,1999-07-23,,0,1999,
14146,OBČINA SLOVENSKE KONJICE,5883814000,MS SERVIS Posredovanje d.o.o.,1462474000,poslovnega subjekta,1999-12-17,,7,1999,
11870,OKROŽNO SODIŠČE NA PTUJU,5881528000,Kmetijsko gospodarstvo SLAVICA STRELEC,,kmetijskega gospodarstva,2000-01-01,,0,2000,
15127,OBČINA CERKNO,5880076000,Kmetijsko gospodarstvo jurij kavčič,,kmetijskega gospodarstva,2000-01-01,,0,2000,
13323,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"AGENTI KOPER nepremičnine, VASILIJ MASLEŠA S.P.",6027091000,poslovnega subjekta,2000-02-18,,0,2000,
13322,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"AMO 1, avtomobilska oprema, d.o.o. - v stečaju",3409139000,poslovnega subjekta,2000-02-18,,0,2000,
15949,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,DETUR zobozdravstvena dejavnost d.o.o.,5426570000,poslovnega subjekta,2000-03-01,,0,2000,
12551,OKRAJNO SODIŠČE V LJUBLJANI,2399121000,"ELLAG, trgovina in posredovanje, d.o.o.",1507346000,poslovnega subjekta,2000-03-22,,0,2000,
14909,OKROŽNO DRŽAVNO TOŽILSTVO V KRANJU,5024145000,"ELEK načrtovanje, projektiranje in inženiring, d.o.o., Ljubljana",1193619000,poslovnega subjekta,2000-06-19,,0,2000,
12575,OKRAJNO SODIŠČE V LJUBLJANI,2399121000,"TRIS, GREGOR BAŠ, S.P.",1344994000,poslovnega subjekta,2000-11-03,,0,2000,
15911,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,Kmetijsko gospodarstvo Janez ŠKRABA (1938),,kmetijskega gospodarstva,2001-01-01,,0,2001,
10666,OBČINA VELIKA POLANA,1332104000,"DRUŠTVO ZA ŠPORT, TURIZEM, RAZVOJ, KULTURO SLOVENIJE",1163205000,poslovnega subjekta,2001-01-09,,49,2001,
13308,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,PRODAJNO SERVISNI CENTER RAVBAR VOJKO RAVBAR S.P.,5397803000,poslovnega subjekta,2001-02-14,,0,2001,
15915,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,PRODAJNO SERVISNI CENTER RAVBAR VOJKO RAVBAR S.P.,5397803000,poslovnega subjekta,2001-02-14,,0,2001,
14893,OKRAJNO SODIŠČE V NOVEM MESTU,5023319004,PROJEKTIRANJE ELEKTROINSTALACIJ JOŽE REDEK S.P.,1432621000,poslovnega subjekta,2001-02-21,,0,2001,
15834,OKROŽNO SODIŠČE V NOVI GORICI,5023211000,TES.CO podjetje za trgovino in storitve d.o.o. - v stečaju,1328590000,poslovnega subjekta,2001-03-08,,0,2001,
13307,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"ORTAR IN JERMAN, gradbene in obrtniške storitve, d.o.o",3375994000,poslovnega subjekta,2001-03-27,,0,2001,
14590,OKROŽNO SODIŠČE V MURSKI SOBOTI,5023149000,MF MIZARSTVO FILIPIČ MIRAN FILIPIČ S.P.,5196138000,poslovnega subjekta,2001-04-04,,0,2001,
14846,OKRAJNO SODIŠČE V MURSKI SOBOTI,5023149002,MF MIZARSTVO FILIPIČ MIRAN FILIPIČ S.P.,5196138000,poslovnega subjekta,2001-04-04,,0,2001,
14913,OKROŽNO DRŽAVNO TOŽILSTVO V KRANJU,5024145000,"TALON, trgovina, storitve, menjalnice, d.o.o.",5771340000,poslovnega subjekta,2001-04-24,,0,2001,
10677,OBČINA BENEDIKT,1332139000,FOTOGRAFSKA DEJAVNOST BARTON IGOR BARTON S.P.,1463403000,poslovnega subjekta,2001-05-01,,0,2001,
14030,OBČINA SLOVENSKE KONJICE,5883814000,ARHITEKT MIRO KVAS S.P.,1521616000,poslovnega subjekta,2001-05-07,,1,2001,
10627,UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE,1190989000,JALEN KOVINOPLASTIKA STANISLAV JALEN S.P.,5752330000,poslovnega subjekta,2001-05-16,,0,2001,
14598,OKROŽNO SODIŠČE V MURSKI SOBOTI,5023149000,VEDENIK MIHAEL - ZASEBNI DETEKTIV,1611992000,poslovnega subjekta,2001-05-16,,6,2001,
14889,OKROŽNO SODIŠČE V NOVEM MESTU,5023319000,KAMNOSEŠTVO PLUT ROMAN PLUT S.P.,1310950000,poslovnega subjekta,2001-06-15,,0,2001,
10576,VIŠJE SODIŠČE V KOPRU,5105340000,"SMART trgovsko in turistično podjetje, d.o.o. Koper impresa commerciale e turistica, s.r.l. Capodistria",5440009000,poslovnega subjekta,2001-09-27,,0,2001,
10577,VIŠJE SODIŠČE V KOPRU,5105340000,"ISKI poslovno svetovanje, Tomaž Bertok, s.p.",8065004000,poslovnega subjekta,2001-09-27,,0,2001,
10575,VIŠJE SODIŠČE V KOPRU,5105340000,"D.I.F.F., trgovina z optičnimi pripomočki, d.o.o.",3713954000,poslovnega subjekta,2001-09-27,,0,2001,
15030,OBČINA PESNICA,5884098000,Kmetijsko gospodarstvo peter kranvogel,,kmetijskega gospodarstva,2002-01-01,,0,2002,
14902,OKROŽNO DRŽAVNO TOŽILSTVO V CELJU,5023971000,"INSTALACIJE RAZGORŠEK, vodovodne, plinske in sanitarne instalacije d.o.o.",1973398000,poslovnega subjekta,2002-02-06,,0,2002,
14903,OKROŽNO DRŽAVNO TOŽILSTVO V CELJU,5023971000,INSTALACIJE RAZGORŠEK MARKO RAZGORŠEK S.P.,5469281000,poslovnega subjekta,2002-02-06,,0,2002,
12610,OKRAJNO SODIŠČE V LJUBLJANI,2399121000,"Odvetniška družba Rojs, Peljhan, Prelesnik & partnerji o.p., d.o.o.",1362917000,poslovnega subjekta,2002-02-14,,4,2002,
14997,OBČINA DORNAVA,5884039000,DOBERŠEK ANDREJ UNIV.DIPL.INŽ. S.P. - PBD PROJEKTIVNI BIRO,1630733000,poslovnega subjekta,2002-05-14,,0,2002,
15177,OBČINA ŠKOFLJICA,5874602000,Ključavničarska in montažna dela AHLIN ANTON S.P.,5556025000,poslovnega subjekta,2002-05-16,,0,2002,
14028,OBČINA SLOVENSKE KONJICE,5883814000,Kmetijsko gospodarstvo dušan arbajter,,kmetijskega gospodarstva,2002-06-01,,0,2002,
14579,OKROŽNO SODIŠČE V MARIBORU,5023025000,ŠOŠTERIČ FRANCI - ODVETNIK,1611674000,poslovnega subjekta,2002-06-13,,151,2002,
15957,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,CITY EXPRESS kurirske storitve d.o.o. - v stečaju,5526949000,poslovnega subjekta,2002-06-13,,7,2002,
15376,OKRAJNO SODIŠČE V ŠMARJU PRI JELŠAH,5024161005,NAVTIKON VODENJE IN ORGANIZACIJA TEČAJEV ZA VODITELJE ČOLNA NIKOLA BJELOVUČIĆ S.P.,1608592000,poslovnega subjekta,2002-07-01,,0,2002,
13320,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"Odvetniška družba Rojs, Peljhan, Prelesnik & partnerji o.p., d.o.o.",1362917000,poslovnega subjekta,2002-08-24,,0,2002,
13309,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"ZAVOD ZA KREATIVNE DEJAVNOSTI TAVŽENTNJIH, Ljubljana - v likvidaciji",2229544000,poslovnega subjekta,2002-09-07,,0,2002,
13310,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"LACK EXPERT, vzdrževanje vozil, d.o.o.",3422518000,poslovnega subjekta,2002-09-27,,0,2002,
11967,OKROŽNO SODIŠČE V SLOVENJ GRADCU,5881536000,ELKOMO servis in montaža d.o.o.,5353971000,poslovnega subjekta,2002-10-01,,0,2002,
15942,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"AGENSIS, finančno svetovanje in posredovanje, d.o.o.",5852668000,poslovnega subjekta,2002-10-17,,0,2002,
13811,OBČINA VITANJE,5883768000,Kmetijsko gospodarstvo slavko vetrih,,kmetijskega gospodarstva,2002-12-02,,0,2002,
10960,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,MARKETING IN SVETOVANJE JANOŠ KERN S.P.,5998991000,poslovnega subjekta,2002-12-04,,0,2002,
14845,OKRAJNO SODIŠČE V MURSKI SOBOTI,5023149002,"VULKANIZERSTVO HARI IN LEBAR, GREGOR HARI s.p.",3109615000,poslovnega subjekta,2002-12-05,,0,2002,
14516,OBČINA ŠENČUR,5874696000,"AKM, trgovina in posredništvo, d.o.o. - v stečaju",3414850000,poslovnega subjekta,2002-12-31,,0,2002,
15891,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"ILIRIJA, razvoj, proizvodnja in trženje kozmetičnih izdelkov d.o.o.",5043646000,poslovnega subjekta,2003-01-01,,0,2003,
13080,OKRAJNO SODIŠČE V SEŽANI,5022541005,STENA-GRADBENO PROJEKTIRANJE IN NADZOR DARJO MIRC S.P.,1774921000,poslovnega subjekta,2003-02-01,,0,2003,
11231,MESTNA OBČINA CELJE,5880360000,"BORZA NEPREMIČNIN proizvodnja, trgovina, storitve d.o.o.",1861832000,poslovnega subjekta,2003-03-10,,16,2003,
12267,OBČINA MIREN-KOSTANJEVICA,5881838000,PROSTOVOLJNO GASILSKO DRUŠTVO KOSTANJEVICA NA KRASU,5136768000,poslovnega subjekta,2003-03-15,,160,2003,
10561,UNIVERZITETNI KLINIČNI CENTER MARIBOR,5054150000,"ZALOŽBA PIVEC, založništvo in izobraževanje d.o.o.",1816241000,poslovnega subjekta,2003-04-11,,3,2003,
11883,OKROŽNO SODIŠČE NA PTUJU,5881528000,KOLAR SREČKO S.P.-POSLOVNO SVETOVANJE,1817817000,poslovnega subjekta,2003-06-01,,0,2003,
11877,OKROŽNO SODIŠČE NA PTUJU,5881528000,AVTO ŠOLA CENTER PTUJ posredništvo in storitve d.o.o.,1844016000,poslovnega subjekta,2003-07-07,,0,2003,
15880,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"TRIVAL ELEKTROIZOLACIJE d.o.o., Kamnik",5564824000,poslovnega subjekta,2003-07-17,,0,2003,
10609,UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE,1190989000,BARTENJEV MITJA - ODVETNIK,2367939000,poslovnega subjekta,2003-08-01,,0,2003,
13313,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,5022789000,"BBI, d.o.o., trgovina, turizem in storitve - v stečaju",3684563000,poslovnega subjekta,2003-09-22,,0,2003,
13408,OBČINA POSTOJNA,5883512000,"AMBULANTA SPLOŠNE MEDICINE GAIA, KARMEN PAHOR, DR. MED., SPEC. SPL. MED.",1743511000,poslovnega subjekta,2003-10-01,,0,2003,
15890,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,ASIT avtomatizacija sistemov in informacijske tehnologije d.o.o.,1882422000,poslovnega subjekta,2003-10-13,,0,2003,
10958,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,ARTAES kultura in promocija d.o.o.,1871811000,poslovnega subjekta,2003-10-14,,0,2003,
13296,OKRAJNO SODIŠČE V DOMŽALAH,5022762001,ASIT avtomatizacija sistemov in informacijske tehnologije d.o.o.,1882422000,poslovnega subjekta,2003-10-23,,0,2003,
11935,OBČINA ŠENTRUPERT,2241153000,ESPLANADA inženiring in projektiranje d.o.o. - v stečaju,1890352000,poslovnega subjekta,2003-12-23,,2,2003,
12615,OKRAJNO SODIŠČE V LJUBLJANI,2399121000,PERENIČ ALEŠ S.P. IZDELOVANJE TRAKOV IN VRVI,1883216000,poslovnega subjekta,2003-12-29,,0,2003,
15295,OBČINA IVANČNA GORICA,5886244000,Kmetijsko gospodarstvo CVETKO ZUPANČIČ,,kmetijskega gospodarstva,2004-01-01,,0,2004,
10630,UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE,1190989000,"CELJSKA MOHORJEVA DRUŽBA, založništvo, trgovina in storitve, d.o.o.",2028484000,poslovnega subjekta,2004-01-01,,0,2004,
15955,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,PARATUS izobraževanje in svetovanje d.o.o.,1893866000,poslovnega subjekta,2004-01-05,,0,2004,
15874,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"ZUPANEC, proizvodnja, trgovina in storitve, k.d.",1906062000,poslovnega subjekta,2004-01-26,,0,2004,
13888,OBČINA SLOVENSKE KONJICE,5883814000,"IWEALL, trgovsko podjetje, d.o.o.",5395682000,poslovnega subjekta,2004-02-11,,0,2004,
13661,OBČINA LENART,5874254000,Lovska družina Voličina,5131235000,poslovnega subjekta,2004-02-24,,9,2004,
15033,OBČINA PESNICA,5884098000,EKOSOLAR INŠTALACIJE IN GRADBENA DELA DENIS KACIJAN S.P.,1921029000,poslovnega subjekta,2004-03-01,,28,2004,
14890,OKROŽNO SODIŠČE V NOVEM MESTU,5023319000,"SMART-INVEST, finančne, računovodske in druge storitve d.o.o.",1941488000,poslovnega subjekta,2004-03-22,,0,2004,
10626,VIŠJE SODIŠČE V MARIBORU,5105358000,"HOTEL VILA EMEI & RESTAVRACIJA, RADO KURNIK S.P.",5280260000,poslovnega subjekta,2004-03-22,,0,2004,
14878,OKRAJNO SODIŠČE V NOVI GORICI,5023211004,"RENOVO MEDIA d.o.o., družba za audio inženiring",1941330000,poslovnega subjekta,2004-03-31,,0,2004,
15912,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,POSREDOVANJE JANEZ ŠKRABA S.P.,1935208000,poslovnega subjekta,2004-04-01,,0,2004,
12577,OKRAJNO SODIŠČE V LJUBLJANI,2399121000,"VEPPO d.o.o. gradbeništvo, inštalacije, inženiring in trgovina",5903858000,poslovnega subjekta,2004-04-13,,0,2004,
10607,UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE,1190989000,"OTIUM podjetje za promet z nepremičninami, d.o.o., Ljubljana - v stečaju",5855403000,poslovnega subjekta,2004-07-16,,0,2004,
11462,OBČINA POLZELA,1357603000,"POSREDNIŠTVO PRI PRODAJI RAZNOVRSTNIH IZDELKOV, FELIX SKUTNIK S.P.",1973657000,poslovnega subjekta,2004-08-01,,0,2004,
13372,OBČINA POSTOJNA,5883512000,"AGENCIJA BRIGADA d.o.o., tržno komuniciranje, novi mediji in industrijski dizajn",1957236000,poslovnega subjekta,2004-08-03,,0,2004,
14998,OBČINA DORNAVA,5884039000,VALENKO JURIJ S.P. - MESARSTVO VALENKO,2000431000,poslovnega subjekta,2004-09-08,,1,2004,
11875,OKROŽNO SODIŠČE NA PTUJU,5881528000,VETERINARSKA AMBULANTA MAJŠPERK D.O.O.,2008980000,poslovnega subjekta,2004-09-24,,0,2004,
14569,OKROŽNO SODIŠČE V MARIBORU,5023025000,CONSULT & TRADE podjetje za svetovanje in storitve v blagovnem prometu d.o.o.,5379954000,poslovnega subjekta,2004-10-01,,0,2004,
10701,VIŠJE SODIŠČE V CELJU,5111773000,AEROVIZIJA letalska fotografija d.o.o.,2373947000,poslovnega subjekta,2004-10-11,,0,2004,
10702,VIŠJE SODIŠČE V CELJU,5111773000,"Re:fine gibanje, izdelki in storitve, d.o.o.",6909922000,poslovnega subjekta,2004-10-11,,0,2004,
10700,VIŠJE SODIŠČE V CELJU,5111773000,"ILUZIJA, AEROFOTOGRAFIJA, MATEVŽ LENARČIČ S.P.",1329952000,poslovnega subjekta,2004-10-11,,0,2004,
15244,OBČINA ŠOŠTANJ,5884284000,KAVARNA IN STUDIO SO-MA JANKO STROPNIK S.P.,2006430000,poslovnega subjekta,2004-10-29,,2,2004,
15048,OBČINA PESNICA,5884098000,VETERINARSKA BOLNICA MARIBOR d.o.o.,5149967000,poslovnega subjekta,2004-11-26,,0,2004,
